identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,pictogrammes_libelleCategorie,nro_paginas,page,images_3,images_4,images_5,pictogrammes_0
10513,8435250439591,236.0,Nestlé,"Iogurte mix-in chocapic,  2 x 118 g",,1.99,8.43,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0789BA3D2E6EA8E7B9EBDD728E77A7C3.jpg,,,1000 Artigos,17,2,,,,
10669,8714789703046,360.0,Palmolive,Sabonete sensitive,Embalagem de 4x90 g,3.39,9.42,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1B6CB90823C0471DEECAE12A1EACB59.jpg,,,,17,2,,,,
1118,5601066301428,500.0,Nacional,Esparguete fino,Embalagem de 500g,0.99,1.98,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67F0D19883C839DBA45E58C8EE2EE72B.jpg,,,,17,2,,,,
11672,5601217126399,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores escuras,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F70AD128C36B39364F81379E51C417C0.jpg,,,1000 Artigos,17,2,,,,
12468,8435250439584,256.0,Nestlé,"Iogurte mix-in smarties morango,  2 x 128 g",,1.99,7.77,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A56FAF9000F1827F93D14D3DAF96AF68.jpg,,,1000 Artigos,17,2,,,,
12588,3250391548583,250.0,Labell,Leite desmaquilhante para peles secas,Embalagem de 250 ml,1.15,4.6,250,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D04D4462015B73B8E1620932AC8D47AB.jpg,,,,17,2,,,,
1271,5601151043455,1000.0,Compal,Néctar vital equilibrio laranja/cenoura/manga,Embalagem de 1 l,1.35,1.35,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AF115231F2C0FD57C62006464E6A0F7.jpg,,,,17,2,,,,
1272,5601151060254,500.0,Compal,Tomate triturado,Embalagem de 500g,1.39,2.78,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8578E2260B46D071F7AECDA37452145B.jpg,,,,17,2,,,,
1274,5601151070758,410.0,Compal,Feijão manteiga,Lata de 410 ml,1.09,2.66,410,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0994D6790474BD2BB5E91E2063CEE44.jpg,,,,17,2,,,,
1276,5601151117101,1000.0,Compal,Néctar vital equilibrio frutos vermelhos,Embalagem de 1 l,1.35,1.35,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0950B13CAACDCB597B5CA331A1F58B4.jpg,,,,17,2,,,,
1281,5601151136140,1000.0,Compal,Nectar vital equilibrio ananás/coco,Embalagem de 1 l,1.19,1.19,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2353850FA900673F4C3B08C535F9375F.jpg,,,,17,2,,,,
1287,5601151260753,410.0,Compal,Grão de bico,Lata de 410 ml,1.09,2.66,410,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64A11988E77915EAC2B803C89620197A.jpg,,,,17,2,,,,
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.5,2.99,0,,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADC504D3921218CCB4DF31F75AAF28C0.jpg,,,,17,2,,,,
12998,2892529000000,200.0,Legumes,Cogumelos Granel,1 un = 200 gr (aprox.),0.9,4.49,0,,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B84D52A8C689A2AC96C47A0258B4A48A.jpg,,,,17,2,,,,
1304,5601151860755,410.0,Compal,Feijão frade,Lata de 410 ml,1.09,2.66,410,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/066688CD8BF0590497712193ADD4FE5F.jpg,,,,17,2,,,,
13567,2893562000000,250.0,Marisco,Ameijoa Castanha Vietnamita Congelada,Venda ao Kilo,0.75,2.99,0,,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33CC3279E2741F227440A7AFDC3AEEF9.jpg,,,Avantages !,17,2,,,,
13585,2893580000000,250.0,Marisco,Gambão Congelado 20/30,Vendido a partir de 250 (aprox.),2.2,8.79,0,,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBF44724042B73F1218C70BB4977864A.jpg,,,Avantages !,17,2,,,,
13630,2893625000000,2000.0,Nossa Seleção,Maruca,Congelada,14.98,7.49,0,,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/695B6905D99FA9EA5644E4AEF4E924ED.jpg,,,,17,2,,,,
13869,2891126000000,1000.0,PorSi,Coelho inteiro,Vendido ao peso,5.79,5.79,0,,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52C51860E551A8D97DAB91398A81FDB2.jpg,,,,17,2,,,,
14373,7613034584236,100.0,Nescafé,Café solúvel creme,Embalagem de 100g,3.19,31.9,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48199761533FB8DB6A796A993ABA4535.jpg,,,,17,2,,,,
1469,5601286251787,500.0,Milaneza,Massa de macarrão,Embalagem de 500g,1.55,3.1,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23F94F5EC15597A4AB9A1FC4C5526842.jpg,,,,17,2,,,,
14711,5601286402332,180.0,Nacional,Bolacha alfa,Embalagem de 180g,1.07,5.94,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5276D08644D4F57D25BB338DF64F883B.jpg,,,,17,2,,,,
15044,2892296000000,150.0,Fruta,Pera Packam,1 un = 150 gr (aprox.),0.22,1.49,0,,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB563A374F4EA6B318353237C8ABEC1F.jpg,,,,17,2,,,,
15687,5000116109234,700.0,Iglo,Ervilhas,Embalagem de 700g,2.98,4.26,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71AD6BFBFF464D2A1A4DF7364A6C0B7A.jpg,,,1000 Artigos,17,2,,,,
16229,8712561587495,4000.0,Comfort,"Amaciador de roupa, pure",Garrafa de 4 l,4.99,1.25,4000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE7E7461FE5C9CAA68CFDC37842673D.jpg,,,1000 Artigos,17,2,,,,
16489,5900020023797,375.0,Nestlé,Cereais corn flakes s/ glúten,Embalagem de 380g,2.59,6.91,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFE3FE9A3234892BA3F62F54098313D4.jpg,,,,17,2,,,,
16534,8410104156664,250.0,Air Wick,Ambientador recarga oasis turquesa,Garrafa de 250 ml,3.59,14.36,250,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3506E793B278DB073DFECF18E7AC2C6A.jpg,,,1000 Artigos,17,2,,,,
16857,5603344531114,110.0,General,Atum natural,Embalagem de 110g,1.09,9.91,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/134BCB035260DA080E0EB7CE51D7253D.jpg,,,,17,2,,,,
16962,5601029004113,390.0,Bom Petisco,Atum posta em azeite,Embalagem de 390g,5.66,14.51,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B91710086B8F360AE5F50CD51D75118.jpg,,,,17,2,,,,
17114,5000116110148,320.0,Capitão Iglo,4 hamburguers vaca s/ glúten,Embalagem de 320g,3.99,12.47,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E7F8CBEF475C7DF0459EA1D70B35576.jpg,,,1000 Artigos,17,2,,,,
17269,4084500617421,820.0,Fairy,"Detergente Líquido Lavar Loiça Original, 820 ml",,3.59,4.38,820,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F41228BB17B819013001DC2E65356D37.jpg,,,,17,2,,,,
17430,2696318000000,500.0,Padaria,Pão de Trigo da Benedita,500 g,0.99,1.98,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A63783BD07721517E04DA6CF8FD94ED.jpg,,,,17,2,,,,
18973,3250391024759,200.0,Labell Men,"Desodorizante spray tonic, 200 ml",,1.39,6.95,200,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7365534ACFC2CC331B5D23EA2675C21A.jpg,,,,17,2,,,,
19368,5606586000417,250.0,Legumes,Tomate Cherry,Embalagem de 250 g,0.99,3.96,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5696AF4CF4EA8EEE176DF8D04ED26B65.jpg,,,,17,2,,,,
1964,5604260061549,210.0,PorSi,Bolachas waffers baunilha,Embalagem de 210g,1.17,5.57,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20367F05C9E3E51FF277B9951DA20D70.jpg,,,1000 Artigos,17,2,,,,
19651,8712100880261,360.0,Olá,Gelado magnum mini double chocolate e caramelo,Embalagem de 6 x 60 ml,6.65,18.47,360,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/174F4B7F09B7F1FC3CB09D24A9B32181.jpg,,,Tipo de stockagem,17,2,,,,
19671,8431890077230,500.0,Sensodyne,"Elixir bocal, cool mint",Embalagem de 500 ml,5.19,10.38,500,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CA3443EE95C2673A2769CBE6902F921.jpg,,,,17,2,,,,
19872,3600541921252,200.0,Ambre Solaire,Protector Solar Clássico FPS 30,Embalagem de 200 ml,9.59,47.95,200,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34AF72C47D3763838528A15090C7FD3B.jpg,,,,17,2,,,,
20202,5601151976456,1000.0,Frize,Água c/ gás: limão/pepino/gengibre,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F47824AB7ACD4F4E1E1A0CC54659430F.jpg,,,1000 Artigos,17,2,,,,
20433,5601244500070,1000.0,Terra Nostra,Leite de pastagem magro,Embalagem de 1 litro,0.85,0.85,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61EFC0152A934985E04C1F26B293B085.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6424B45F8177C670F59F3BF8C085519.jpg,,,17,3,,,,
20434,5601244500063,1000.0,Terra Nostra,Leite de pastagem meio-gordo,Embalagem de 1 litro,0.85,0.85,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A3CE8D8DC040C520516EC66868110D4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E82125FE177156A16B33D08208F11D7F.jpg,,,17,3,,,,
20477,8714789876801,650.0,Palmolive,Gel Banho Coco,Embalagem de 650 ml,2.99,4.6,650,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C841EAB15BFBC711E7703D2FB84F7757.jpg,,,,17,3,,,,
2073,5604260193547,1000.0,PorSi,"Néctar alperce, prisma",Embalagem de 1 l,1.15,1.15,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A40E2A4C5896A18366393ECE9A460FF7.jpg,,,,17,3,,,,
2078,5604260193615,1000.0,PorSi,"Néctar manga, prisma",Embalagem de 1 l,1.11,1.11,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91DC367BE2D1C7BD0334DCD21B43F7E.jpg,,,,17,3,,,,
2080,5604260193660,1000.0,PorSi,"Néctar de goiaba, prisma",Embalagem de 1 l,1.34,1.34,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FA47677E7FDD2427974636ED78C99C1.jpg,,,,17,3,,,,
20869,3250391462339,200.0,Labell,"Desodorizante spray, Lys e Aloe Vera",Embalagem de 200 ml,1.39,6.95,200,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4B4929EADFE364450419D3D451A0F88.jpg,,,,17,3,,,,
20918,5000116110964,840.0,Capitão Iglo,30 douradinhos,Embalagem de 840g,7.99,9.51,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEDD14052902A045272594F0C20ABD33.jpg,,,Tipo de stockagem,17,3,,,,
20931,2696231000000,,Pastelaria,Folhado frango e cogumelos 125 g,,0.99,0.99,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B7D76E18042C2F91F18B5187027DE28.jpg,,,,17,3,,,,
22254,3600542027533,250.0,Ultra Suave,Champô Limão & Argila,Embalagem de 400 ml,3.79,15.16,250,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3CC3793DBEA441FB5E435D1445DE8F2.jpg,,,,17,3,,,,
22335,5000116110940,420.0,Capitão Iglo,15 douradinhos,Embalagem de 420g,4.99,11.88,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A875E63BB10AF2CF300666B64DC69107.jpg,,,Tipo de stockagem,17,3,,,,
22428,5600798960286,200.0,Shoyce,Creme culinário de soja,Garrafa de 200 ml,0.95,4.75,200,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34C0562B5361D465B3611C358589D5AC.jpg,,,Produtos Bio,17,3,,,,
24411,8410436297752,1300.0,Sonasol,Lava tudo rosas e jasmim,"Embalagem de 1,3L",2.09,1.61,1300,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46E3798C4C5509E4EFB8DA2E52D80035.jpg,,,1000 Artigos,17,3,,,,
24415,8410436299961,1300.0,Sonasol,Lava tudo lavanda,"Embalagem de 1,3L",2.09,1.61,1300,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C901B46EE167F7ABAA5D085E91578A1.jpg,,,1000 Artigos,17,3,,,,
24513,4005900377852,150.0,Nivea,Deo Spray Black & White Active,Embalagem de 150 ml,2.84,18.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6966CF659E6416F695E58B87787D1075.jpg,,,,17,3,,,,
2458,7613031423583,625.0,Nestlé,Cereais nesquik,Embalagem de 625g,3.24,5.18,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F494F3C149F2147A07872C278BEDBC9.jpg,,,1000 Artigos,17,3,,,,
24583,3600541946262,400.0,Fructis,Champô hidra caracóis,Embalagem de 400 ml,3.89,9.73,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23FB1A9BD2556C983C108B149D937211.jpg,,,,17,3,,,,
25126,5601314229207,6000.0,Vitalis,Água s/ gás,Embalagem de 6 L,1.39,0.23,6000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03334A1BA03E5B149DFACD5733DB756D.jpg,,,,17,3,,,,
25329,3600523493654,400.0,Elvive,Champô Óleo Extraordinário Coco,Embalagem de 400 ml,3.99,9.98,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86FC06DD0D7EE3332EF69255626438B0.jpg,,,,17,3,,,,
25338,3600542075350,400.0,Ultra Suave,Condicionador Leite de Coco e Macadâmia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E8E5BE7843BC84D401EC87981F1391B.jpg,,,,17,3,,,,
25539,7613035799837,3000.0,Friskies,Ração para gato esterilizado com peru,Embalagem de 3 kg,9.48,3.16,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E82B69BA777EE2BE9204C639DD18E36B.jpg,,,,17,3,,,,
25861,5603722509759,800.0,Mimosa,Leite C/ Chocolate,Embalagem de 4 x 200 ml,1.48,1.85,800,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/754E59DFB7314FD42DB15B9A65008D5F.jpg,,,,17,3,,,,
26524,5606710533125,750.0,Carm,Vinho tinto douro,Garrafa de 0.75 l,7.85,10.47,750,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1199C49770B2F8E59C17095E9CDE363.jpg,,,,17,3,,,,
2671,8410000001013,300.0,Chips Ahoy!,Bolachas chips ahoy,Embalagem de 300g,2.99,9.97,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DFB4AEB0DE1B93FA331E4FE3B3A02DC.jpg,,,,17,3,,,,
26798,5029053028620,,Kleenex,Lenços Bolso Colletion,Pack 15 unidades,1.99,1.99,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A208887A972AC6667109FCB50AEDED8F.jpg,,,,17,3,,,,
27891,3600523586387,400.0,Elvive,Champô Reconstrutor Dream Long,Embalagem de 400 ml,3.99,9.98,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84CC356C36067BE7C6654BA5E8036F86.jpg,,,,17,3,,,,
27897,5604260326952,385.0,Labell,Condicionador Abacate e Karité Cabelos Secos,Embalagem de 385 ml,2.29,5.95,385,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BEC94C223A5A48D429DF2451BBF73B5.jpg,,,,17,3,,,,
27947,5604079046003,150.0,Valformoso,"Queijo ilha ralado, 150g",,1.79,11.93,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB955C32F854C309752DDF4027DD3532.jpg,,,,17,3,,,,
28268,5600798960705,1000.0,Shoyce,Bebida amêndoa,Embalagem de 1 litro,1.69,1.69,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63FB85ABE62286CFC5D2220DA54EC498.jpg,,,1000 Artigos,17,3,,,,
28507,8006540618752,,Dodot,Fralda Cueca Extra T6 | +14 kg,Embalagem c/ 48 un.,13.49,13.49,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E81716B09BE4333C336DFF322751365.jpg,,,1000 Artigos,17,3,,,,
29344,8710447170885,500.0,Tresemmé,Champô Hidratação Intensa,500 ml,4.79,9.58,500,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BC6C21CF030891FE35410BC729CB0C7.jpg,,,,17,3,,,,
30115,5449000016737,1000.0,Coca-Cola,Coca-cola sem cafeína pet 1 ltr individual unidad,Garrafa de 1 l,1.45,1.45,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/596948955E9E7EDCB17BE561063F148F.jpg,,,,17,3,,,,
30670,8710447224311,400.0,Tresemmé,Condicionador Botanique Coco e Aloe Vera,400 ml,4.79,11.98,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2396E67D30CE615AC37DE2CCAF49129.jpg,,,,17,3,,,,
30886,3574661319520,500.0,Listerine,Elixir Anti-Tartaro,500 ml,4.89,9.78,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F5FC0D99305D2C22E8E265400A9B2D3.jpg,,,1000 Artigos,17,3,,,,
31580,8410076470584,244.0,Old El Paso,"Tortilhas de trigo, 244g",,1.88,7.7,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B520C03A87D419C26BF808B151773A5E.jpg,,,,17,3,,,,
31902,7613036145831,160.0,Nescafé,Café com leite intenso,16 Cápsulas,5.49,34.31,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29C5A60BD5F4E78B3F4A8A8BDE5480F3.jpg,,,,17,3,,,,
32301,4005900377814,150.0,Nivea,Desodorizante Spray Black & White Active Men,150 ml,2.84,18.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5ED8FD84EC27F00F1BBC369E3567854.jpg,,,,17,3,,,,
32391,5601217131317,,Woolite,Detergente Máquina Roupa Liquido Lãs e Sedas,Embalagem de 25 Doses,3.49,3.49,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0D1CB71481296016D84D5B5038EC43.jpg,,,1000 Artigos,17,3,,,,
33118,5601066200592,500.0,Nacional,"Farinha de Espelta Integral, 500g",,1.59,3.18,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/451F426FF799F89F90BF60CB5E72119D.jpg,,,,17,3,,,,
3493,0000056003703,80.0,Pitéu,Filete de anchovas em azeite,Embalagem de 80 g,2.88,36.0,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE573B29E6CEB71A0582FD9364F1002E.jpg,,,,17,3,,,,
35542,7613036867405,210.0,Nescafé,Café em cápsulas dolce gusto ristreto intenso,Embalagem de 210g,9.99,47.57,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/267E125B7795F042AD3E2E89E4989A32.jpg,,,1000 Artigos,17,3,,,,
35675,3600542226295,400.0,Ambre Solaire,Leite hidratante aloe vera after sun,Embalagem de 400 ml,10.19,25.48,400,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83342C88E8CA17E3C50F284166BB6E39.jpg,,,,17,3,,,,
36186,8715700017006,570.0,Heinz,Ketchup top down,570 g,4.99,8.75,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F0051DF72DD89785E2C6DCA29709EEB.jpg,,,,17,3,,,,
3642,3059943009080,250.0,Air Wick,Ambientador recarga lavanda,Garrafa de 250 ml,3.59,14.36,250,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/756F620C8BCD41CE49D260CCD66BCDF2.jpg,,,1000 Artigos,17,3,,,,
