identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
8384,5601049133992,1000.0,Mimosa,"Leite uht magro, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/128AB814EBA9C0783B386EB2E0A38CC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
848,5000189974579,200.0,Kit Kat,"Chocolate mini, embalagem de 200g",,3.35,16.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90873705F18CB17964EF30C7A0BF7D60.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
9315,5603722509544,1000.0,Mimosa,"Leite 0% lactose magro, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0350D0DE44A653A9AB01722B06443E94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.18,9.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1039,5601045300008,1500.0,Antartica,"Refrigerante com gás guaraná, garrafa de 1,5 l",,1.79,1.19,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/649D7CD5951BC9EA2CEFF9A7816AFF2E.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
10826,2895082000000,250.0,Ilha Azul,Queijo Curado,Vendido ao peso a partir de 250 gr,2.0,7.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B62E6B6007870C37C76A52222AF902D.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
10901,3228022000298,250.0,President,"Manteiga magra baixo teor sal, embalagem de 250g",,2.59,10.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCFDE09AD10D5DD4255ED225FA75C5F7.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
10910,3250390010586,250.0,Páturages,Queijo camembert 45% mg,Embalagem de 250 g,1.89,7.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C9F5B55F7320E544E58C79F8FBB96B2.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1131,5601078005024,750.0,Grao Vasco,"Vinho doc dão branco, garrafa de 750 ml",,3.35,4.47,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08D876911D136C69F8C23B36643D6D00.jpg,,,,2025-03-02T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-02-27T00:00:00Z,99.0,0.8375,13,1
11503,5601050019100,600.0,Danone,"Danacol frutos exóticos, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A16EAD58E7A10ECD338C77C33D25273.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1187,5601119007963,120.0,Nobre,"6 salsichas de porco, lata de 120g",,1.04,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/024D21F90F760BFDC12CBD7EB02BECC6.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
11982,5603802400020,750.0,Fiuza,"Vinho branco tejo sauvignon, garrafa de 750 ml",,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/996291488226B375A67E39537E454FD9.jpg,,,,2025-03-02T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-02-27T00:00:00Z,99.0,1.2475,13,1
12213,5608527000593,750.0,Dom Campos,Vinho Tinto Regional Península de Setúbal,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6AD742D6C0AA52D14F3A33DA354DAF8.jpg,,,,2025-03-02T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-02-27T00:00:00Z,99.0,0.7475,13,1
1226,5601146001507,1500.0,Joi,"Refrigerante sem gás de manga/laranja, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB9CD865FA14B43795929B354A61BA32.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1270,5601151023150,500.0,Compal,"Polpa de tomate com cebola e alho, embalagem de 500g",,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/195ABA90C0C8B2FE1D9EE0202B59D28C.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1274,5601151070758,410.0,Compal,"Feijão manteiga, lata de 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F168BC675838A1B24B473123F714EAB2.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1285,5601151160060,410.0,Compal,"Ervilhas, lata com 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A637F1F1A9D6D5D73CF74D3CBF9A0F4.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1287,5601151260753,410.0,Compal,"Grão de bico, lata de 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/731C3C517063722402F07A7D8ECB2B92.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
12937,2892007000000,180.0,Fruta,Laranja categoria II,"Vendido ao peso, 1 unidade = 180 g (aprox.)",0.21,1.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30553A9F46FA16B483E7D19481326055.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93EFE19268FD1C427E78203B2E515C79.jpg,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1307,5601151962152,1000.0,Compal,"Polpa de tomate, embalagem de 1 kg",,1.99,1.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F25D2B47A4922FBF9D4F475FD193D2F.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1310,5601151979969,140.0,Compal,"Compal da horta concentrado tomate, embalagem de 140g",,0.99,7.07,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFB213C2AE47899B42B45E2988A779B7.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
13814,2892558000000,250.0,Legumes,Feijão Verde,1 un = 250 gr  (aprox.),0.9,3.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5688B97D5E073F1C8E51E2F8542D9EC1.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
