identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,images_7,avantages_dateFin,avantages_categorie,nro_paginas,page
47110,7613287218766,110.0,Nestlé,Bolsitas de puré de multifrutas,Embalagem de 110g,0.84,7.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A0DC006BA90FE4ED51AF00C38870697.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
47635,8412600018316,300.0,Bimbo,Bimbo® bagels clássico 4 un.,Embalagem de 300g,2.29,7.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A909D7B45AB188586A83F78F8C44D74E.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
47657,5600356070006,700.0,Super Pop,"Detergente loiça tripla ação maçã, 700 ml",,2.49,3.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/225ACC9F82588EB810572EC1677D5B22.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
47807,5604260316724,250.0,Porsi Select - Programa Origens,Secretos de Porco Preto do Alentejo 250 G,,3.99,15.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1188505A5921D717B8B546770374A47.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
48070,5604260320813,,PorSi,Pensos Higiénicos Ultrafinos Normal com Abas - 28 Unidades,,1.79,1.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DFFDFEEB2AC2E065EADDE282CDFEEC2.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
48366,5604260321742,,PorSi,Porsi - Sacos Lixo Ff Eco 650x700 - 50 Lt 15 Un,,1.21,1.21,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D412390968DA58F3373B0AE00F192C4.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
485,3036810201280,215.0,Maille,"Mostarda dijon, embalagem de 220g",,3.19,14.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62618DF63BD11F55FFEE9176972D4CEF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
48773,2743226000000,200.0,PorSi,"Entremeadas de Porco Fatiadas Finíssimas, embalagem de 200g (aprox.)",,1.6,7.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1144763FCA0503CD11AE70EE0C1533AE.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
48775,2769516000000,200.0,PorSi,"Preguinhos de Porco Finíssimos, embalagem de 200g (aprox.)",,1.6,7.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DD3775BE4F1F4161B469D1F01BAB9D5.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
48904,5604260321766,,PorSi,Porsi - Sacos Lixo Ff Limão 550x600 30 Lt 20 Un,,1.07,1.07,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/303B1F388FE60632D971E44E3C03A77A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD42FD8771DE307AF3C162A41EB06D96.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD42FD8771DE307AF3C162A41EB06D96.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD42FD8771DE307AF3C162A41EB06D96.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD42FD8771DE307AF3C162A41EB06D96.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD42FD8771DE307AF3C162A41EB06D96.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A0A62606AC144021ED115E1FAB3D0CE.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
49730,5601151968574,1500.0,B!,Sumo maracujá de 1.5 l,,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D471B15D4B18DF054FCF4E0F25DA8D23.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48964AEE0FDBEDF349365603C964A160.jpg,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
52054,7622201735111,360.0,Royal,"Gelatina pronta morango, embalagem de 360g",,1.59,4.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB7C80DDF1139FB27B185C5777E16855.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
52502,5604260328093,240.0,PorSi,Panquecas Banana e Espelta 240g,,3.19,13.29,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1EEDE0BBFA9AC6BF08CBF1AB73DE635.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
52765,5604260331154,350.0,Porsi Vivabem,Bebida Láctea Proteica Chocolate 350g/ 330ml,,1.25,3.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C471BF63768607271959BB4C58D5BB7.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
52770,5604260331420,410.0,PorSi,Pizza Fiambre e Queijo 410g,,2.69,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01AB4A01B15086CC8316840577A8E3B8.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
52831,5411188139386,750.0,Alpro,"Bebida soja alto teor proteína, 750 ml",,1.59,2.12,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49ADB141EE7D3ED699ADC3A17F20F163.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
52855,5411188137368,400.0,Alpro,"Yofu skyr exótico, 400g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DAC9AE018EB508E38645481AA2644683.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EF9019C19B1CFD1218BF97A6C8EF78D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EF9019C19B1CFD1218BF97A6C8EF78D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EF9019C19B1CFD1218BF97A6C8EF78D.jpg,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
52880,8719200267794,450.0,Becel,"Creme vegetal de barrar com sabor a manteiga, 450g",,3.56,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2EFE8BE5E96AF9FCA9D840059BF696C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
52935,5603722522628,200.0,Matinal,"Manteiga magra sem lactose, 200g",,1.99,9.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CBD1054729AF9FC46683642CA3D0920.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A7DC81F20D438007A5500C63648E75B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A7DC81F20D438007A5500C63648E75B.jpg,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
53098,5609060439758,200.0,Delta,"Mistura Solúvel Cevada, Chicória e Centeio sem Café, 200g",,2.58,12.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5B5C4B07F0E84D84C1F9A67C58C5B01.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC3487925D87EA1F223F192FD51689C5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC3487925D87EA1F223F192FD51689C5.jpg,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
53942,5603722523298,1000.0,Matinal,"Bebida de leite sem lactose livre, 1l",,1.25,1.25,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F3F185EBF624903AC3031EAC11A6631.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
54320,8718951559721,100.0,Colgate,"Pasta De Dentes Maximum Caries Protection, 100ml",,2.14,21.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB112999317664A7E18AAA81FF2A5D06.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3694932EDFE660C6F958943C13CEE297.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3694932EDFE660C6F958943C13CEE297.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3694932EDFE660C6F958943C13CEE297.jpg,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
54365,8410104915209,,Finish,"Detergente Loiça Máquina Quantum Limão, 64 Pastilhas",,12.49,12.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D395D7FB7505791938B52E99053AC6D0.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
54561,5604260332861,200.0,Labell,Desodorizante Romã 200ml,,1.39,6.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACC69522B1BFD3F209DBE62326B0EFA2.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
54763,8720182858290,245.0,Calvé,"Molho cocktail, 245g",,1.94,7.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/235F1A0F09B842825C47B4D30251D6FC.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
54806,5603722521232,604.0,Mimosa,"Iogurte magro liquido ananás, 4x151ml",,1.54,2.55,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D981284783DF4A8CA45CC5B90BEC5E71.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
56320,5604260330935,122.0,PorSi,Iogurte Bicompartimentado com Bolas Crocantes de Chocolate 122g,,0.58,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33EBF5CA202F2B5511FF1775032C92B8.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
56517,5604260333080,4.0,Porsi Programa Origens,4 Codornizes Frescas,,4.99,1247.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42FEB69ADAD0F15683E34BB43B23C013.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
56542,5604260334674,125.0,Labell,Pasta de Dentes Proteçao Contra As Caries 125 ml,,1.19,9.52,125,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EFFC4A554B5F837EFBD12A16AFA7BD8C.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
56703,5604260332946,300.0,PorSi,Rolinhos Legumes Primavera 300g,,1.99,6.63,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4522F3BC9F46B7E90751B94CFEBDEBE.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
56705,5604260333011,250.0,PorSi,Frango Kentucky 250g,,3.99,15.96,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65D21C8A9932AC6DCD440E32B427BE45.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
5952,5604260266975,750.0,PorSi,Creme Limpeza Limao 750ml,,1.19,1.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/027565F59F15238B5A7D4E131B9F8DAD.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
695,3250390831464,170.0,Bouton d' Or,Snack batata original,Embalagem de 170 g,1.99,11.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30BB43DAB33E5A16CBD15573527DDC49.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
8068,5011417544679,400.0,Finish,Abrilhantador p/ máquina de lavar loiça,Garrafa de 400 ml,4.99,12.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D045CC65EE222532216DB5B0BF2A582.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
815,5000116106172,250.0,Capitão Iglo,"Douradinhos de frango, 10 unidades, embalagem de 250g",,3.49,13.96,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5A8F3400BD1CDAA3A658C1B6BE7A4E1.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
871,5014328080892,30.0,Tetley,Infusão de cidreira,"Embalagem de 20 unidades, 30 g",1.44,48.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EE73104AD7D9DDCE5EF5A76B07E89DC.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
9311,5603722502064,250.0,Mimosa,"Manteiga fácil de barrar, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEF75CFD36A5CE8709DF5D4930F11917.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8C47E9F1F12DFE2439D3530C38E2D87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EE410FD3A0147BBB442FA96902FFF46.jpg,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
9315,5603722509544,1000.0,Mimosa,"Leite 0% lactose magro, de 1l",,1.15,1.15,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0350D0DE44A653A9AB01722B06443E94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,3.89,19.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
9682,5604260270200,270.0,PorSi,Leite Creme 2x135g,,1.99,7.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6C77FD8EA71CF9181A68A3C6CA3F5E7.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/322383F88535C8A24498724B92188318.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
1012,5601043111026,1000.0,Branca de neve,"Farinha para bolos super fina, embalagem de 1 kg",,1.69,1.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C1F82D915B4FA8DB609B4607A05BC7E.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
10509,8435250297955,256.0,Nestlé,"Iogurte mix in smarties baunilha, embalagem de 2 x 128 g",,2.19,8.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5355941DC0922592DB9EDB46788FEE19.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
10512,8435250439577,232.0,Nestlé,"Iogurte mix in nesquik, embalagem de 2 x 115g",,2.19,9.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2207480393D760FBF1824B2B4CD877.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
10883,3147690024804,750.0,Cruz,Porto special reserva," garrafa de 0,75 l",9.99,13.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01146C49D6D1001F9B0A4FC43CD6365E.jpg,,,,,,,,2025-12-24T23:59:59Z,PROSPECTUS,18,3
10884,3147690051206,700.0,Label 5,Whisky blended,"Garrafa de 0,70 l",11.99,17.13,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C08CAF9ADA1BDE594E3803CD3B274AB6.jpg,,,,,,,,2025-12-24T23:59:59Z,PROSPECTUS,18,3
1116,5601066301152,500.0,Nacional,"Massa de cotovelos, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DDB0C745E67458BAC26BBF8F8ADAE50.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
1128,5601068902647,55.0,Margão,"Alho em pó, frasco, embalagem de 55g",,2.24,40.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76296439DB3BB5AA7AD903B7D97A9CC8.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
11418,5449000020024,4000.0,Coca-Cola,"Refrigerante com gás regular, pack 4 x 1l",,4.79,1.2,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2CFD5889C46C254AA784DACA4FED411E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA0D8B97BB868D45B944027647273BDD.jpg,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
1142,5601082026954,55.0,Delta Q,Café em cápsulas  qonvictus,Embalagem de 55 g,4.99,90.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2BCCE3D035FB6F5D7FC434FDA25E120B.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
11464,5601018003400,1000.0,Matinal,"Leite seleccionado meio gordo, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F34056BF2D07C9D39E218B31081D1FC.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
11465,5601018003608,1000.0,Matinal,"Leite seleccionado magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F46A1F399BBA63407EB01F30929F5649.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
11960,5603722505300,250.0,Mimosa,"Manteiga magra, embalagem de 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C74CBDA10A089507D586E060E46ABF03.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2F91C79228A3ADF27E4AEC55908D66D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8234260C017BAB3AE2C659FDE5BBED44.jpg,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
12237,7613034725936,390.0,Nesquik,"Achocolatado em pó extra chocolate, embalagem de 390g",,4.89,12.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/353302D99749C8164ECF43D711820BAA.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
12286,8001480020696,2000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 2 l,5.24,2.62,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA134EE88CA0DF0986A964941E1C5878.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
12468,8435250439584,256.0,Nestlé,"Iogurte mix in smarties morango, embalagem de 2 x 128 g",,2.19,8.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/546EB338CC6149CC0CDDECE6E5ABF48D.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
12471,8435257040868,640.0,Nestlé,"Iogurte líquido yoggi morango/banana, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92C48D7A1A5BA67322D0E6250F5BAFF.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
1277,5601151122204,1000.0,Compal,"Néctar clássico laranja, embalagem de 1l",,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFA575FB36486FB910B07FE306015FF4.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
1323,5601163020512,9000.0,Luso,"Água sem gás, pack 6 x 1.5 l",,3.59,0.4,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/001A786D3A6068914B18C4EF27206C2E.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
1331,5601165006255,259.0,Calvé,"Molho de alho, embalagem de 260g",,1.94,7.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/250292652676F63A9916D46B501BCEC4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
13529,2893521000000,1000.0,Peixaria,Pescada do Chile Congelada Nº3,1 un= 1 kg (aprox.),8.99,8.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40D57D35BBDBDF72027C959F41A6E90C.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
13884,2891106000000,2000.0,PorSi Select,Frango do Campo Inteiro c/ Miúdos Programa Origens,Vendido ao peso,7.98,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4004CE88E12A24D0AD85684C27210FBB.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
13950,2891145000000,100.0,Porco,Salsicha Fresca,1 un = 100 gr (aprox.),0.54,5.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E1CED7EDF010F56C2BF0E6CDF74D52B.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
13981,2696138000000,60.0,Pastelaria,Pastel de Nata,60 g,0.39,6.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA9B10BF07D95E268418206A452F7022.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
14202,5604260273942,500.0,PorSi,Pão Brioche Fatiado 500g,,2.69,5.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC79C0DA633B2DF5CA7AC0982CBE9A64.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
14217,7613033174667,,Nescafé,"Café em cápsulas dolce gusto galão, embalagem de 16 cápsulas",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEB34449ED6EA4F21A684A5D79C90ED5.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
1428,5601255322210,1000.0,Caçarola,"Arroz basmati, embalagem de 1 kg",,2.39,2.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99A1270286470596ADA62717118DFC3F.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
14372,8712100599392,550.0,Calvé,"Ketchup top down, embalagem de 550g",,2.59,4.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D3218F33B22BC3205033BC41E176600.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
14458,7613034678607,90.0,Nestlé,"Fruta para bebé banana maçã +4 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F3547F16577E97D821E3E9FDD9F17B9.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
14490,5604260273584,1000.0,PorSi,Corn Flakes 1 kg,,2.99,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EF873C3D07412E04ADAF72EA17EF40E.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,3
