identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_0,images_4,images_5
49224,5604260322640,90.0,PorSi,Saqueta puré de fruta e aveia,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59D0B4997F6BB91367D9F5B747F7D847.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
49505,8006540618578,,Dodot,Fraldas Bebé Seco Extra T3+ 7-11kg,Embalagem c/ 66 un.,13.49,13.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BEEC46C8A19C711256F037B8E4254626.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
5632,5602445000536,750.0,Encosta das Perdizes,Vinho regional alentejano tinto,Garrafa de 750 ml,2.69,3.59,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3071A928CC77370088593218C9A3FE4D.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
8399,5601050033809,620.0,Danone,"Iogurte activia líquido morango,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D308B1FB4C89B3E5388CD017CB0E1529.jpg,,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
8520,5601119956490,120.0,Nobre,Fiambre perna extra finissimos fatiado,Embalagem de 120g,1.99,16.58,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7AE9A4CE77B2E0C74B78D8E6FD0475C.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
11672,5601217126399,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores escuras,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F70AD128C36B39364F81379E51C417C0.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
12237,7613034725936,390.0,Nesquik,Achocolatado em pó extra chocolate,Embalagem de 390g,4.75,12.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB833C246FA0F7BBDDFD7107AA28A5C9.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
15278,5604260276158,750.0,Selecção de Enófilos,"Vinho Verde Alvarinho/Trajadura, Branco",Garrafa de 0.75 l,2.29,3.05,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4CF10856CF1A2FE5E7F8410980489146.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
15388,8436048431735,140.0,Artiach,Bolachas dinossauros dinoovos,Embalagem de 140g,1.64,11.71,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FDC4F3535F0B7A465DEB82D49C9892B6.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
16229,8712561587495,4000.0,Comfort,"Amaciador de roupa, pure",Garrafa de 4 l,4.99,1.25,4000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE7E7461FE5C9CAA68CFDC37842673D.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
22254,3600542027533,250.0,Garnier,Champô Limão & Argila,Embalagem de 400 ml,3.79,15.16,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3CC3793DBEA441FB5E435D1445DE8F2.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
34456,5604260325726,330.0,PorSi,Salsicha fresca merguez,Embalagem de 330 g,5.29,16.03,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22438EF01FEDB1476B95CB4F80EA6172.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
40558,5604260301164,220.0,PorSi,"Queijinho morango com drageias,  2 x 110 g",,1.69,7.68,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/939055EF9B8FE9ECC8E1BC97C5579929.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
41297,5601050036534,440.0,Danone,"Iogurte oikos pêssego,  4 x 110g",,1.99,4.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86E0EE086DC0214DA576A0DB5E10BF28.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
52324,8720181384899,,Skip,Detergente Máquina Roupa Líquido Active Fresh,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04DF579D55CD2D6A01A784ECE774108E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
10148,8410188012092,500.0,Kellogg's,Cereais corn flakes,Embalagem de 500g,3.49,6.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C494CDD8BB9B6EC79E340F8D86153FE2.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
1118,5601066301428,500.0,Nacional,Esparguete fino,Embalagem de 500g,1.26,2.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67F0D19883C839DBA45E58C8EE2EE72B.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
1138,5601082022796,250.0,Delta,Café em grão,Embalagem de 250g,3.99,15.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA324D27E9E0B51C555781B151251CD4.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
20032,5602947000010,750.0,Quinta da Pacheca,Vinho tinto doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/595081D749AF5B554E631E38F5E97F6B.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
25375,5601050033441,620.0,Danone,"Iogurte activia líquido manga e papaia,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A96AE19E74579E9FA5D5277C47DE6D86.jpg,,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
2549,7613034717931,200.0,Nestlé,Chocolate culinário,Embalagem de 200g,1.59,7.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE5FC31D1F752D030E9BC48A4072345E.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
2753,8410066113484,400.0,Heinz,Maionese de cebola e alho,Garrafa de 400 ml,2.89,7.23,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/68C65A058BDDFE62B63D709DD1CEF540.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
35913,5603722498022,800.0,Mimosa,Leite Bem Essencial morango,Embalagem de 4 x 200 ml,1.69,2.11,800,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E74AE9F14F8D6C9135CA5E0EFA53A437.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
36183,5604736300097,100.0,Maria Batata,Batata doce frita,embalagem de 100 g,1.74,17.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71A1C6E59EDA9EE5A4876F3C1F68F50F.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
40594,5603722519468,480.0,Mimosa,"Iogurte fruta batida banana e morango, 480g",,1.69,3.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83F30AB91BC8058647F32CB83B2AAD16.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
47648,5601119355378,120.0,Nobre,Fiambre Perna Extra Braseado Finissimas,Embalagem de 120g,1.99,16.58,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45073CAB30F31F6D40B3DBFB7E59A4B9.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
48246,8718951465848,75.0,Colgate,Pasta de Dentes Branqueadora,Embalagem de 75 ml,2.59,34.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2547C946AEFC081BD73394BED3137189.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
49222,5604260322619,90.0,PorSi,Saqueta puré de fruta,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4251DEF026D5F1BF3A5A1F6CDA25AD90.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
5845,5604260129027,500.0,PorSi,"Detergente manual de loiça, maçã",Embalagem de 500 ml,1.59,3.18,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA3C8FC31B47D9DC966718AF0B1180EB.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
6148,7622300742324,200.0,Triunfo,Bolachas digestive go chocolate,Embalagem de 200g,1.49,7.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B97BAFEB8B5CDFA0429E96932C026E24.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
9374,5604260010295,750.0,Selecção de Enófilos,Vinho verde branco,Garrafa de 0.75 l,1.69,2.25,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D717465F4BFD50F3BB7EBAE8269C43C.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
10513,8435250439591,236.0,Nestlé,"Iogurte mix-in chocapic,  2 x 118 g",,1.09,4.62,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0789BA3D2E6EA8E7B9EBDD728E77A7C3.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
10900,3228021920191,250.0,Président,Manteiga fácil de barrar,Embalagem de 250g,3.49,13.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D96FDED3FC03AA427EBA14DEAEC2804.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
11671,5601217126382,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50465693868DD35972833B1D4D848AC2.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
1285,5601151160060,410.0,Compal,Ervilhas,Lata com 410 ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF6554E20C53A2A8ED5E7D70B3F45F64.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
1420,5601252107131,250.0,Gallo,Vinagre balsâmico modena,Garrafa de 250 ml,1.69,6.76,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFFAABA356A1FEBBDE1686B6D03B7362.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
16382,8010265640202,380.0,Kellogg's,Cereais Corn Flakes Original,Embalagem de 380g,2.79,7.34,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2625D8FEF46F0E1A9B9CEDF32FC77B35.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
16693,5601066400916,120.0,Nacional,Bolacha chocomax mini,Embalagem de 120 g,1.04,8.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/369CF09991D63A6D8505CD9C805BD57F.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
18079,5601066400923,180.0,Nacional,Bolacha shortcake,Embalagem de 180g,1.24,6.89,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A284E5FC1A6E1FA3EC9C3B429775498D.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
18351,8410320029971,80.0,Campofrio,Salsichão fat,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/522F54407A09BACA8592684E0563A486.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
20621,5601260591601,67.0,Cigala,"Noodles de Caril Banzai, 70g",,1.09,16.27,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/113F4050880E65E8AAFFDB7F24C4F1E8.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
2249,5604260267682,500.0,Kings Bräu,"Cerveja com álcool, lata","Embalagem de 0,50 l",0.69,1.38,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5ED5BD034D52671755539F32AEBDCADC.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
33536,3600542182485,400.0,Garnier,Champô leite amêndoa,400 ml,3.79,9.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3B1CF4AEFF71FB10FB8C2143F7B79A7.jpg,,,,Produtos Bio,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
33659,3600542182492,400.0,Garnier,Condicionador leite amêndoa,Embalagem de 400 ml,3.79,9.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DEAD82467DDC93B6370C614580E5C99E.jpg,,,,Produtos Bio,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
34996,5601174790008,750.0,João Pires,Vinho branco regional península de setúbal,Garrafa de 0.75 l,3.49,4.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B598AC1C73A58F1EC40A70C6232C7E97.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
35766,8722700231974,525.0,Olá,Gelado Calippo morango,Embalagem de 5 x 105 ml,3.24,6.17,525,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF02D4ABF90BC6E3BFFC6B21E6122588.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
37045,5601217132659,500.0,Cillitbang,"Spray bolor e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A51671BCEA4544BF377B06769DE1169.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
42890,8001841677279,,Dodot,Fralda cueca T7 | +17 kg,Embalagem com 23 unidades,7.98,7.98,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD1B5C08FDBFA6C0333FD58AADF1496E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
44795,5601151971437,1000.0,Pepsi,Pepsi max,Garrafa de 1 l,0.99,0.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D41E70783394B937C5E8504D6A01EA4.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
44961,5054563098757,75.0,Sensodyne,Pasta dentífrica repair & protect branqueadora,Embalagem de 75 ml,3.94,52.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A635A3648DCB48F3466BC2FA7131A17D.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
52302,3600542512428,400.0,Garnier,Champô Ultra Suave Carvão,Embalagem de 400ml,3.79,9.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8126B6DDAA84D0A1234F6E7D42BC7B29.jpg,,,,Produtos Bio,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
52887,5603722523137,200.0,Mimosa,"Natas para Massas, 200 ml",,0.99,4.95,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
9113,5601989001566,750.0,Monte Velho,Vinho branco alentejo,Garrafa de 750 ml,3.99,5.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/535A67A6AB54BC16A34A4F4F6B7FCD26.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
10901,3228022000298,250.0,Président,Manteiga magra baixo teor sal,Embalagem de 250g,2.37,9.48,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39754817E202726209A4761F94FED7A7.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
11883,5602445000543,750.0,Encosta das Perdizes,Vinho regional alentejano reserva tinto,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97CDEC766F9D980921096CEB55AB1DA5.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
11950,5603722495106,200.0,Mimosa,Nata uht light,Embalagem de 200 ml,0.84,4.2,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E7D8A653C78B6ADF8DDAFC11006499D.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
1307,5601151962152,1000.0,Compal,Polpa de tomate em garrafa,Embalagem de 1 kg,2.1,2.1,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/188D8B739A75F9183E13BB6E462F65B0.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),1.75,6.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,,Avantages !,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
1415,5601252106653,750.0,Gallo,Azeite virgem extra clássico,Garrafa de 750 ml,8.49,11.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2C4BC4634F83729E0730377FAB3AF0A.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
1603,5601560111189,90.0,Diatosta,Mini tosta trigo,Embalagem de 90 g,1.09,12.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45674C194445206DA98AFDE6EE1E9F5C.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
18942,5601989950086,750.0,Monte Velho,"Vinho rosé, região do Alentejo","Garrafa de 0,75 l",3.99,5.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEEEDC68044EA9454E1EDA15982D1A78.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
25276,5775345121585,700.0,Sunquick,Concentrado de frutas tropicais,Garrafa de 700 ml,5.19,7.41,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BD6A03207C4644AA25F7ED6571B6B74.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
25811,8426617013400,90.0,Haribo,Gomas favoritos pica,Embalagem de 90g,1.04,11.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F06F3E48CABC66B0D25DCF6D4ADB977F.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
2722,8410031132519,120.0,Chupa Chups,Chupa original,Embalagem de 120g,2.49,20.75,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F28C30A0D1CE43806B0B75F083CD2C.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
30102,5604260282890,750.0,Selecção de Enófilos,Vinho Rose Leve Região de Lisboa,Garrafa de 0.75 l,1.39,1.85,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACB0FFF89609049B85623BFA86CB5793.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
31215,5601692071498,1000.0,Bom sucesso,Arroz para risotto bom sucesso,Embalagem de 1 kg,2.44,2.44,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2201CC75AAA41C406D31C32C55688C21.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
36188,0000087157635,342.0,Heinz,Ketchup squeeze,342 g,2.43,7.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE52B25D49D994FEB41D538040399913.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
41116,5604260304622,750.0,Selecção de Enófilos,Vinho branco regional península de Setúbal,Garrafa de 0.75 l,1.69,2.25,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/957F8F23292AA4844FB75460C8B3B2DE.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
41447,5601082047812,,Delta Q,Café mythiq,Embalagem com 40 cápsulas,14.99,14.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B9EC0DC169048AF93D5FDC86ECCEBB0.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
46333,5054563107510,75.0,Sensodyne,Dentífrico sensibilidade e gengivas,Embalagem de 75 ml,3.94,52.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A004B499C48581E0F2ACB572ECC96FB.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
50629,5603722521454,1208.0,Mimosa,"Iogurte magro liquido de morango e framboesa, 8 x 151ml",,2.89,2.39,1208,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D754EA086EB368BBBC0D9470F68EFC4B.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
52340,8720181392962,,Comfort,Amaciador Roupa Concentrado Creations Madressilva e Sândalo,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B8F8DA9C5DF28DF49A227B125CD9AD5.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
52528,5604260330942,750.0,Selecção de Enófilos,Vinho Tinto do Douro Touriga-Nacional,Garrafa de 0.75 litros,3.99,5.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFC26659C33A647A2CF5D5B111C3F509.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
52597,5601217137692,,Xau,"Detergente Máquina Roupa Líquido Primavera, 69 doses",,8.99,8.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8915C503274138B56F6F6F4AD27881F.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
543,3228881083241,30.0,Lipton,20 saquetas chá digestão fácil,Embalagem de 30g,2.09,69.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28A1713A439B692F2535F37C60AAED17.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
7550,3600541550087,400.0,Garnier,Champô tesouros de mel,Embalagem de 400 ml,3.79,9.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6566E0DAE3A76CF422C4F3C02B07F81.jpg,,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
8435,5601050033953,620.0,Danone,"Iogurte activia líquido 0% de pêssego/maracujá,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/748ECF51AF6234B1BD1ECDB41529BE95.jpg,,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
10512,8435250439577,232.0,Nestlé,"Iogurte mix-in nesquik,  2 x 115 g",,1.09,4.7,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4A9B3F7F589CA090A23F817C058A787.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
10639,8712566395514,60.0,Knorr,"Sopa gourmet, cogumelos",Embalagem de 60g,1.99,33.17,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DE93CCE9C882CDFCAF84912313B4E5.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
1136,5601082022765,250.0,Delta,Café torrado lote chávena saco,Embalagem de 250g,4.09,16.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AEF7D0EDAE9B582F5CDCC0D6F5BEB93.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
12146,5604260272785,750.0,Selecção de Enófilos,Espumoso moscato,"Garrafa de 0,75 l",2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA3B3A3DABAFE27F0DB3F8EA5EDF7A4D.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
1273,5601151060759,410.0,Compal,Feijão branco,Lata de 410 ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E2AA120F60445DEF4C4302D800E6B17.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,5,,,
